ctgov,dat
NCT01306214," t=1.000e+00, est=9.982e-01 ; t=2.700e+01, est=9.840e-01 ; t=4.400e+01, est=9.805e-01 ; t=6.600e+01, est=9.680e-01 ; t=8.300e+01, est=9.645e-01 ; t=9.000e+01, est=9.609e-01 ; t=9.300e+01, est=9.574e-01 ; t=9.400e+01, est=9.538e-01 ; t=9.700e+01, est=9.520e-01 ; t=1.260e+02, est=9.485e-01 ; t=1.380e+02, est=9.432e-01 ; t=1.440e+02, est=9.361e-01 ; t=1.600e+02, est=9.325e-01 ; t=1.660e+02, est=9.290e-01 ; t=1.740e+02, est=9.201e-01 ; t=2.230e+02, est=9.076e-01 ; t=2.370e+02, est=8.952e-01 ; t=2.550e+02, est=8.881e-01 ; t=2.620e+02, est=8.828e-01 ; t=2.640e+02, est=8.792e-01 ; t=2.790e+02, est=8.774e-01 ; t=2.920e+02, est=8.668e-01 ; t=3.460e+02, est=8.508e-01 ; t=3.590e+02, est=8.508e-01 ; t=3.630e+02, est=8.468e-01 ; t=3.870e+02, est=8.468e-01 ; t=3.910e+02, est=6.351e-01 ; t=4.050e+02, est=6.351e-01 "
NCT01335464," t=1.000e+00, est=9.981e-01 ; t=7.000e+00, est=9.961e-01 ; t=2.700e+01, est=9.766e-01 ; t=3.400e+01, est=9.747e-01 ; t=4.600e+01, est=9.591e-01 ; t=5.500e+01, est=9.571e-01 ; t=6.300e+01, est=9.474e-01 ; t=8.200e+01, est=9.376e-01 ; t=8.300e+01, est=9.318e-01 ; t=9.100e+01, est=9.220e-01 ; t=1.090e+02, est=9.123e-01 ; t=1.320e+02, est=9.084e-01 ; t=1.480e+02, est=8.928e-01 ; t=1.660e+02, est=8.869e-01 ; t=1.820e+02, est=8.733e-01 ; t=1.960e+02, est=8.713e-01 ; t=2.310e+02, est=8.558e-01 ; t=2.340e+02, est=8.480e-01 ; t=2.460e+02, est=8.441e-01 ; t=2.530e+02, est=8.382e-01 ; t=2.570e+02, est=8.285e-01 ; t=2.740e+02, est=8.207e-01 ; t=2.790e+02, est=8.129e-01 ; t=3.070e+02, est=8.031e-01 ; t=3.100e+02, est=7.934e-01 ; t=3.650e+02, est=7.814e-01 ; t=3.670e+02, est=7.656e-01 ; t=3.950e+02, est=7.656e-01 "
NCT01335477," t=1.000e+00, est=9.964e-01 ; t=1.700e+01, est=9.872e-01 ; t=2.800e+01, est=9.726e-01 ; t=3.800e+01, est=9.708e-01 ; t=4.000e+01, est=9.635e-01 ; t=4.200e+01, est=9.617e-01 ; t=6.900e+01, est=9.526e-01 ; t=7.700e+01, est=9.398e-01 ; t=8.400e+01, est=9.361e-01 ; t=8.600e+01, est=9.288e-01 ; t=9.500e+01, est=9.197e-01 ; t=1.220e+02, est=9.051e-01 ; t=1.260e+02, est=8.996e-01 ; t=1.470e+02, est=8.923e-01 ; t=1.500e+02, est=8.869e-01 ; t=2.010e+02, est=8.704e-01 ; t=2.170e+02, est=8.485e-01 ; t=2.260e+02, est=8.449e-01 ; t=2.300e+02, est=8.394e-01 ; t=2.500e+02, est=8.321e-01 ; t=2.550e+02, est=8.230e-01 ; t=2.880e+02, est=8.175e-01 ; t=3.150e+02, est=7.956e-01 ; t=3.360e+02, est=7.883e-01 ; t=3.390e+02, est=7.828e-01 ; t=3.750e+02, est=7.809e-01 ; t=3.760e+02, est=6.942e-01 ; t=3.980e+02, est=6.942e-01 "
NCT01368081," t=1.000e+00, est=9.991e-01 ; t=4.000e+00, est=9.966e-01 ; t=1.600e+01, est=9.914e-01 ; t=2.600e+01, est=9.897e-01 ; t=2.700e+01, est=9.862e-01 ; t=5.200e+01, est=9.836e-01 ; t=5.400e+01, est=9.828e-01 ; t=5.500e+01, est=9.802e-01 ; t=1.360e+02, est=9.699e-01 ; t=1.550e+02, est=9.639e-01 ; t=1.780e+02, est=9.596e-01 ; t=1.810e+02, est=9.578e-01 ; t=2.160e+02, est=9.518e-01 ; t=2.230e+02, est=9.492e-01 ; t=2.260e+02, est=9.466e-01 ; t=2.330e+02, est=9.449e-01 ; t=2.510e+02, est=9.432e-01 ; t=2.730e+02, est=9.389e-01 ; t=2.790e+02, est=9.346e-01 ; t=2.980e+02, est=9.329e-01 ; t=3.080e+02, est=9.269e-01 ; t=3.320e+02, est=9.234e-01 ; t=3.330e+02, est=9.217e-01 ; t=3.570e+02, est=9.200e-01 ; t=3.650e+02, est=9.179e-01 ; t=3.660e+02, est=9.143e-01 ; t=3.750e+02, est=9.143e-01 "
NCT01370005," t=4.000e+00, est=9.988e-01 ; t=1.100e+01, est=9.964e-01 ; t=1.200e+01, est=9.951e-01 ; t=2.000e+01, est=9.939e-01 ; t=2.300e+01, est=9.927e-01 ; t=2.500e+01, est=9.903e-01 ; t=2.600e+01, est=9.879e-01 ; t=2.700e+01, est=9.867e-01 ; t=2.900e+01, est=9.854e-01 ; t=3.400e+01, est=9.842e-01 ; t=3.500e+01, est=9.830e-01 ; t=3.700e+01, est=9.818e-01 ; t=3.900e+01, est=9.794e-01 ; t=4.100e+01, est=9.757e-01 ; t=4.300e+01, est=9.745e-01 ; t=4.600e+01, est=9.733e-01 ; t=4.700e+01, est=9.721e-01 ; t=6.000e+01, est=9.660e-01 ; t=6.100e+01, est=9.648e-01 ; t=7.000e+01, est=9.648e-01 ; t=7.200e+01, est=9.636e-01 ; t=8.200e+01, est=9.636e-01 ; t=8.300e+01, est=9.622e-01 ; t=8.400e+01, est=9.604e-01 ; t=8.800e+01, est=9.604e-01 ; t=8.900e+01, est=9.554e-01 ; t=9.000e+01, est=9.422e-01 ; t=1.630e+02, est=9.422e-01 "
NCT01422876," t=1.000e+00, est=9.927e-01 ; t=7.000e+00, est=9.868e-01 ; t=1.900e+01, est=9.809e-01 ; t=3.800e+01, est=9.787e-01 ; t=4.000e+01, est=9.773e-01 ; t=4.300e+01, est=9.707e-01 ; t=4.800e+01, est=9.677e-01 ; t=7.500e+01, est=9.626e-01 ; t=8.300e+01, est=9.589e-01 ; t=8.400e+01, est=9.545e-01 ; t=8.900e+01, est=9.516e-01 ; t=1.180e+02, est=9.435e-01 ; t=1.320e+02, est=9.347e-01 ; t=1.590e+02, est=9.288e-01 ; t=1.670e+02, est=9.230e-01 ; t=1.680e+02, est=9.193e-01 ; t=1.710e+02, est=9.149e-01 ; t=1.880e+02, est=9.046e-01 ; t=2.220e+02, est=8.973e-01 ; t=2.240e+02, est=8.944e-01 ; t=2.430e+02, est=8.892e-01 ; t=2.710e+02, est=8.870e-01 ; t=3.010e+02, est=8.716e-01 ; t=3.160e+02, est=8.687e-01 ; t=3.240e+02, est=8.628e-01 ; t=3.800e+02, est=8.592e-01 ; t=3.830e+02, est=7.160e-01 ; t=4.400e+02, est=7.160e-01 "
NCT01558271," t=1.000e+00, est=9.878e-01 ; t=2.900e+01, est=9.837e-01 ; t=3.000e+01, est=9.817e-01 ; t=3.400e+01, est=9.797e-01 ; t=3.600e+01, est=9.776e-01 ; t=5.400e+01, est=9.736e-01 ; t=6.500e+01, est=9.695e-01 ; t=7.000e+01, est=9.654e-01 ; t=9.200e+01, est=9.614e-01 ; t=9.700e+01, est=9.593e-01 ; t=9.900e+01, est=9.533e-01 ; t=1.230e+02, est=9.472e-01 ; t=1.620e+02, est=9.451e-01 ; t=1.760e+02, est=9.431e-01 ; t=1.780e+02, est=9.411e-01 ; t=1.820e+02, est=9.390e-01 ; t=2.180e+02, est=9.329e-01 ; t=2.240e+02, est=9.309e-01 ; t=2.380e+02, est=9.289e-01 ; t=2.450e+02, est=9.268e-01 ; t=2.830e+02, est=9.228e-01 ; t=2.950e+02, est=9.207e-01 ; t=2.970e+02, est=9.187e-01 ; t=3.080e+02, est=9.167e-01 ; t=3.100e+02, est=9.146e-01 ; t=3.250e+02, est=9.126e-01 ; t=3.300e+02, est=9.085e-01 ; t=3.890e+02, est=9.085e-01 "
NCT01621178," t=1.000e+00, est=9.983e-01 ; t=4.000e+00, est=9.965e-01 ; t=8.000e+00, est=9.878e-01 ; t=1.200e+01, est=9.861e-01 ; t=1.400e+01, est=9.809e-01 ; t=2.000e+01, est=9.774e-01 ; t=2.300e+01, est=9.705e-01 ; t=2.700e+01, est=9.670e-01 ; t=2.900e+01, est=9.601e-01 ; t=4.200e+01, est=9.566e-01 ; t=4.900e+01, est=9.462e-01 ; t=6.100e+01, est=9.444e-01 ; t=7.300e+01, est=9.375e-01 ; t=7.700e+01, est=9.306e-01 ; t=8.700e+01, est=9.236e-01 ; t=1.000e+02, est=9.219e-01 ; t=1.020e+02, est=9.167e-01 ; t=1.190e+02, est=9.045e-01 ; t=2.380e+02, est=8.733e-01 ; t=2.420e+02, est=8.681e-01 ; t=3.140e+02, est=8.576e-01 ; t=3.460e+02, est=8.472e-01 ; t=3.480e+02, est=8.437e-01 ; t=3.550e+02, est=8.437e-01 ; t=3.590e+02, est=8.384e-01 ; t=3.760e+02, est=8.384e-01 ; t=3.770e+02, est=8.184e-01 ; t=5.660e+02, est=8.184e-01 "
NCT01624259," t=4.000e+00, est=9.983e-01 ; t=9.000e+00, est=9.950e-01 ; t=2.700e+01, est=9.917e-01 ; t=2.800e+01, est=9.866e-01 ; t=3.300e+01, est=9.850e-01 ; t=3.600e+01, est=9.800e-01 ; t=4.000e+01, est=9.766e-01 ; t=5.100e+01, est=9.750e-01 ; t=5.600e+01, est=9.733e-01 ; t=5.800e+01, est=9.716e-01 ; t=6.900e+01, est=9.699e-01 ; t=8.200e+01, est=9.666e-01 ; t=8.400e+01, est=9.649e-01 ; t=8.500e+01, est=9.616e-01 ; t=9.800e+01, est=9.599e-01 ; t=1.040e+02, est=9.583e-01 ; t=1.190e+02, est=9.566e-01 ; t=1.260e+02, est=9.516e-01 ; t=1.400e+02, est=9.466e-01 ; t=1.410e+02, est=9.449e-01 ; t=1.480e+02, est=9.432e-01 ; t=1.740e+02, est=9.432e-01 ; t=1.750e+02, est=9.415e-01 ; t=1.770e+02, est=9.415e-01 ; t=1.780e+02, est=9.397e-01 ; t=1.810e+02, est=9.397e-01 ; t=1.820e+02, est=9.376e-01 ; t=2.280e+02, est=9.376e-01 "
NCT01694771," t=2.000e+00, est=9.982e-01 ; t=6.000e+00, est=9.938e-01 ; t=1.100e+01, est=9.929e-01 ; t=2.200e+01, est=9.876e-01 ; t=2.500e+01, est=9.850e-01 ; t=2.600e+01, est=9.832e-01 ; t=2.800e+01, est=9.699e-01 ; t=3.000e+01, est=9.691e-01 ; t=3.300e+01, est=9.646e-01 ; t=4.800e+01, est=9.584e-01 ; t=4.900e+01, est=9.567e-01 ; t=5.300e+01, est=9.558e-01 ; t=6.000e+01, est=9.505e-01 ; t=8.100e+01, est=9.461e-01 ; t=8.300e+01, est=9.443e-01 ; t=8.600e+01, est=9.386e-01 ; t=8.700e+01, est=9.310e-01 ; t=8.800e+01, est=9.310e-01 ; t=8.900e+01, est=9.270e-01 ; t=9.000e+01, est=9.270e-01 ; t=9.100e+01, est=9.097e-01 ; t=9.400e+01, est=9.097e-01 ; t=9.500e+01, est=8.528e-01 ; t=9.700e+01, est=8.528e-01 ; t=9.800e+01, est=8.122e-01 ; t=9.900e+01, est=7.581e-01 ; t=1.520e+02, est=7.581e-01 "
NCT01708902," t=1.000e+00, est=9.959e-01 ; t=4.000e+00, est=9.932e-01 ; t=9.000e+00, est=9.918e-01 ; t=1.400e+01, est=9.849e-01 ; t=1.500e+01, est=9.822e-01 ; t=1.900e+01, est=9.781e-01 ; t=2.100e+01, est=9.740e-01 ; t=2.700e+01, est=9.699e-01 ; t=3.000e+01, est=9.644e-01 ; t=3.500e+01, est=9.603e-01 ; t=3.900e+01, est=9.589e-01 ; t=4.200e+01, est=9.548e-01 ; t=4.400e+01, est=9.534e-01 ; t=5.000e+01, est=9.452e-01 ; t=5.200e+01, est=9.438e-01 ; t=6.200e+01, est=9.397e-01 ; t=7.600e+01, est=9.384e-01 ; t=8.700e+01, est=9.342e-01 ; t=9.500e+01, est=9.274e-01 ; t=1.030e+02, est=9.260e-01 ; t=1.100e+02, est=9.233e-01 ; t=1.280e+02, est=9.205e-01 ; t=1.380e+02, est=9.151e-01 ; t=1.400e+02, est=9.123e-01 ; t=1.730e+02, est=9.123e-01 ; t=1.740e+02, est=9.030e-01 ; t=1.950e+02, est=9.030e-01 "
NCT01719003," t=1.000e+00, est=9.926e-01 ; t=5.000e+00, est=9.838e-01 ; t=8.000e+00, est=9.809e-01 ; t=1.800e+01, est=9.794e-01 ; t=2.800e+01, est=9.728e-01 ; t=4.100e+01, est=9.684e-01 ; t=4.400e+01, est=9.640e-01 ; t=4.700e+01, est=9.632e-01 ; t=5.000e+01, est=9.596e-01 ; t=6.100e+01, est=9.574e-01 ; t=6.500e+01, est=9.544e-01 ; t=6.900e+01, est=9.537e-01 ; t=7.000e+01, est=9.522e-01 ; t=8.200e+01, est=9.485e-01 ; t=8.400e+01, est=9.441e-01 ; t=9.100e+01, est=9.390e-01 ; t=1.010e+02, est=9.353e-01 ; t=1.060e+02, est=9.309e-01 ; t=1.250e+02, est=9.265e-01 ; t=1.280e+02, est=9.228e-01 ; t=1.360e+02, est=9.221e-01 ; t=1.380e+02, est=9.199e-01 ; t=1.390e+02, est=9.169e-01 ; t=1.560e+02, est=9.147e-01 ; t=1.640e+02, est=9.117e-01 ; t=1.710e+02, est=9.117e-01 ; t=1.720e+02, est=9.094e-01 ; t=2.290e+02, est=9.094e-01 "
NCT01769378," t=1.400e+01, est=9.933e-01 ; t=1.500e+01, est=9.900e-01 ; t=1.700e+01, est=9.866e-01 ; t=2.500e+01, est=9.799e-01 ; t=2.700e+01, est=9.766e-01 ; t=3.400e+01, est=9.732e-01 ; t=3.500e+01, est=9.666e-01 ; t=5.500e+01, est=9.632e-01 ; t=6.200e+01, est=9.599e-01 ; t=6.400e+01, est=9.565e-01 ; t=6.500e+01, est=9.532e-01 ; t=8.100e+01, est=9.465e-01 ; t=8.500e+01, est=9.398e-01 ; t=8.600e+01, est=9.365e-01 ; t=9.100e+01, est=9.331e-01 ; t=9.200e+01, est=9.298e-01 ; t=1.410e+02, est=9.298e-01 ; t=1.440e+02, est=9.263e-01 ; t=1.490e+02, est=9.229e-01 ; t=1.740e+02, est=9.229e-01 ; t=1.750e+02, est=9.051e-01 ; t=3.020e+02, est=9.051e-01 "
NCT02152371," t=6.000e+00, est=9.967e-01 ; t=7.000e+00, est=9.900e-01 ; t=1.900e+01, est=9.867e-01 ; t=2.100e+01, est=9.833e-01 ; t=2.700e+01, est=9.800e-01 ; t=2.800e+01, est=9.733e-01 ; t=4.200e+01, est=9.633e-01 ; t=5.400e+01, est=9.567e-01 ; t=5.800e+01, est=9.533e-01 ; t=5.900e+01, est=9.500e-01 ; t=8.000e+01, est=9.467e-01 ; t=8.400e+01, est=9.400e-01 ; t=9.700e+01, est=9.367e-01 ; t=9.800e+01, est=9.333e-01 ; t=1.110e+02, est=9.300e-01 ; t=1.130e+02, est=9.267e-01 ; t=1.140e+02, est=9.233e-01 ; t=1.260e+02, est=9.200e-01 ; t=1.690e+02, est=9.167e-01 ; t=1.820e+02, est=9.167e-01 ; t=1.830e+02, est=9.132e-01 ; t=1.950e+02, est=9.132e-01 ; t=1.960e+02, est=9.088e-01 ; t=2.250e+02, est=9.088e-01 "
NCT02172287," t=1.000e+00, est=9.856e-01 ; t=4.000e+00, est=9.711e-01 ; t=9.000e+00, est=9.647e-01 ; t=1.200e+01, est=9.535e-01 ; t=1.400e+01, est=9.390e-01 ; t=1.800e+01, est=9.342e-01 ; t=2.000e+01, est=9.278e-01 ; t=2.600e+01, est=9.246e-01 ; t=2.900e+01, est=9.165e-01 ; t=3.400e+01, est=9.133e-01 ; t=3.500e+01, est=9.101e-01 ; t=4.800e+01, est=9.037e-01 ; t=5.200e+01, est=8.973e-01 ; t=5.700e+01, est=8.812e-01 ; t=6.200e+01, est=8.796e-01 ; t=7.000e+01, est=8.684e-01 ; t=8.900e+01, est=8.620e-01 ; t=9.400e+01, est=8.587e-01 ; t=9.800e+01, est=8.523e-01 ; t=1.100e+02, est=8.475e-01 ; t=1.320e+02, est=8.299e-01 ; t=1.660e+02, est=8.201e-01 ; t=1.670e+02, est=8.161e-01 ; t=1.700e+02, est=8.161e-01 ; t=1.710e+02, est=8.079e-01 ; t=1.770e+02, est=8.079e-01 ; t=1.790e+02, est=7.390e-01 ; t=2.090e+02, est=7.390e-01 "
NCT02172586," t=1.000e+00, est=9.889e-01 ; t=3.000e+00, est=9.861e-01 ; t=2.000e+01, est=9.806e-01 ; t=2.200e+01, est=9.750e-01 ; t=2.900e+01, est=9.722e-01 ; t=3.600e+01, est=9.611e-01 ; t=5.400e+01, est=9.583e-01 ; t=6.400e+01, est=9.528e-01 ; t=6.700e+01, est=9.500e-01 ; t=7.000e+01, est=9.444e-01 ; t=7.600e+01, est=9.417e-01 ; t=7.700e+01, est=9.361e-01 ; t=7.800e+01, est=9.333e-01 ; t=8.000e+01, est=9.306e-01 ; t=8.300e+01, est=9.222e-01 ; t=8.900e+01, est=9.139e-01 ; t=9.000e+01, est=9.083e-01 ; t=1.070e+02, est=9.000e-01 ; t=1.090e+02, est=8.944e-01 ; t=1.110e+02, est=8.917e-01 ; t=1.150e+02, est=8.889e-01 ; t=1.160e+02, est=8.861e-01 ; t=1.270e+02, est=8.778e-01 ; t=1.280e+02, est=8.722e-01 ; t=1.300e+02, est=8.694e-01 ; t=1.430e+02, est=8.694e-01 ; t=1.510e+02, est=8.667e-01 ; t=2.150e+02, est=8.667e-01 "
NCT02175355," t=1.000e+00, est=9.990e-01 ; t=5.000e+00, est=9.981e-01 ; t=6.000e+00, est=9.952e-01 ; t=8.000e+00, est=9.942e-01 ; t=1.200e+01, est=9.904e-01 ; t=1.300e+01, est=9.827e-01 ; t=1.400e+01, est=9.817e-01 ; t=1.500e+01, est=9.788e-01 ; t=1.900e+01, est=9.778e-01 ; t=2.100e+01, est=9.769e-01 ; t=2.600e+01, est=9.721e-01 ; t=2.700e+01, est=9.499e-01 ; t=2.800e+01, est=9.489e-01 ; t=3.000e+01, est=9.431e-01 ; t=3.100e+01, est=9.421e-01 ; t=3.300e+01, est=9.421e-01 ; t=3.400e+01, est=9.392e-01 ; t=4.000e+01, est=9.392e-01 ; t=4.100e+01, est=9.381e-01 ; t=5.600e+01, est=9.381e-01 "
NCT02177344," t=1.000e+00, est=9.954e-01 ; t=2.000e+00, est=9.907e-01 ; t=6.000e+00, est=9.876e-01 ; t=7.000e+00, est=9.830e-01 ; t=1.000e+01, est=9.752e-01 ; t=1.400e+01, est=9.690e-01 ; t=1.900e+01, est=9.675e-01 ; t=2.000e+01, est=9.628e-01 ; t=2.400e+01, est=9.598e-01 ; t=2.700e+01, est=9.536e-01 ; t=2.900e+01, est=9.458e-01 ; t=3.100e+01, est=9.412e-01 ; t=3.400e+01, est=9.365e-01 ; t=3.500e+01, est=9.334e-01 ; t=4.000e+01, est=9.272e-01 ; t=4.500e+01, est=9.257e-01 ; t=4.700e+01, est=9.211e-01 ; t=5.500e+01, est=9.118e-01 ; t=5.700e+01, est=9.056e-01 ; t=6.100e+01, est=8.994e-01 ; t=6.200e+01, est=8.947e-01 ; t=6.600e+01, est=8.916e-01 ; t=7.500e+01, est=8.901e-01 ; t=8.200e+01, est=8.839e-01 ; t=8.400e+01, est=8.808e-01 ; t=1.860e+02, est=8.808e-01 "
NCT02177396," t=1.000e+00, est=9.977e-01 ; t=5.000e+00, est=9.953e-01 ; t=6.000e+00, est=9.930e-01 ; t=9.000e+00, est=9.906e-01 ; t=1.100e+01, est=9.883e-01 ; t=1.200e+01, est=9.836e-01 ; t=1.300e+01, est=9.718e-01 ; t=2.400e+01, est=9.671e-01 ; t=2.600e+01, est=9.624e-01 ; t=2.700e+01, est=9.531e-01 ; t=2.800e+01, est=9.484e-01 ; t=3.000e+01, est=9.460e-01 ; t=3.200e+01, est=9.413e-01 ; t=3.400e+01, est=9.390e-01 ; t=3.500e+01, est=9.366e-01 ; t=3.800e+01, est=9.366e-01 ; t=3.900e+01, est=9.343e-01 ; t=4.500e+01, est=9.343e-01 ; t=4.600e+01, est=9.318e-01 ; t=4.800e+01, est=9.293e-01 ; t=4.900e+01, est=9.269e-01 ; t=5.400e+01, est=9.269e-01 ; t=5.500e+01, est=9.240e-01 ; t=8.500e+01, est=9.240e-01 "
NCT02177461," t=1.000e+00, est=9.947e-01 ; t=1.900e+01, est=9.759e-01 ; t=2.100e+01, est=9.679e-01 ; t=2.600e+01, est=9.599e-01 ; t=2.900e+01, est=9.358e-01 ; t=3.600e+01, est=9.198e-01 ; t=5.400e+01, est=9.091e-01 ; t=5.600e+01, est=8.877e-01 ; t=6.000e+01, est=8.770e-01 ; t=6.300e+01, est=8.610e-01 ; t=7.500e+01, est=8.556e-01 ; t=8.200e+01, est=8.422e-01 ; t=8.300e+01, est=8.289e-01 ; t=9.100e+01, est=7.968e-01 ; t=9.900e+01, est=7.914e-01 ; t=1.010e+02, est=7.861e-01 ; t=1.110e+02, est=7.834e-01 ; t=1.120e+02, est=7.754e-01 ; t=1.150e+02, est=7.647e-01 ; t=1.180e+02, est=7.594e-01 ; t=1.330e+02, est=7.540e-01 ; t=1.440e+02, est=7.353e-01 ; t=1.460e+02, est=7.273e-01 ; t=1.510e+02, est=7.219e-01 ; t=1.670e+02, est=7.192e-01 ; t=1.680e+02, est=7.157e-01 ; t=2.190e+02, est=7.157e-01 "
NCT02183064," t=1.000e+00, est=9.969e-01 ; t=9.000e+00, est=9.860e-01 ; t=1.300e+01, est=9.828e-01 ; t=1.400e+01, est=9.789e-01 ; t=2.000e+01, est=9.758e-01 ; t=2.200e+01, est=9.727e-01 ; t=2.400e+01, est=9.719e-01 ; t=2.500e+01, est=9.687e-01 ; t=3.500e+01, est=9.601e-01 ; t=4.700e+01, est=9.546e-01 ; t=4.900e+01, est=9.514e-01 ; t=5.200e+01, est=9.514e-01 ; t=6.100e+01, est=9.435e-01 ; t=7.800e+01, est=9.403e-01 ; t=1.080e+02, est=9.259e-01 ; t=1.210e+02, est=9.259e-01 ; t=1.240e+02, est=9.234e-01 ; t=1.390e+02, est=9.185e-01 ; t=1.470e+02, est=9.185e-01 ; t=1.570e+02, est=9.153e-01 ; t=1.670e+02, est=9.153e-01 ; t=1.690e+02, est=9.135e-01 ; t=1.810e+02, est=9.124e-01 ; t=2.750e+02, est=9.124e-01 "
NCT02200653," t=1.000e+00, est=9.974e-01 ; t=2.000e+00, est=9.948e-01 ; t=6.000e+00, est=9.896e-01 ; t=1.300e+01, est=9.870e-01 ; t=1.800e+01, est=9.845e-01 ; t=2.700e+01, est=9.793e-01 ; t=2.800e+01, est=9.767e-01 ; t=3.000e+01, est=9.741e-01 ; t=3.600e+01, est=9.715e-01 ; t=3.700e+01, est=9.663e-01 ; t=3.800e+01, est=9.637e-01 ; t=4.400e+01, est=9.637e-01 ; t=4.800e+01, est=9.611e-01 ; t=5.200e+01, est=9.611e-01 ; t=5.400e+01, est=9.554e-01 ; t=5.500e+01, est=9.523e-01 ; t=7.500e+01, est=9.523e-01 "
NCT02240680," t=1.000e+00, est=9.934e-01 ; t=5.000e+00, est=9.901e-01 ; t=1.200e+01, est=9.868e-01 ; t=1.400e+01, est=9.834e-01 ; t=2.600e+01, est=9.801e-01 ; t=4.400e+01, est=9.768e-01 ; t=7.100e+01, est=9.735e-01 ; t=7.900e+01, est=9.702e-01 ; t=8.100e+01, est=9.669e-01 ; t=8.300e+01, est=9.603e-01 ; t=8.900e+01, est=9.570e-01 ; t=9.100e+01, est=9.503e-01 ; t=9.800e+01, est=9.470e-01 ; t=1.180e+02, est=9.437e-01 ; t=1.190e+02, est=9.404e-01 ; t=1.250e+02, est=9.371e-01 ; t=1.290e+02, est=9.338e-01 ; t=1.320e+02, est=9.338e-01 ; t=1.460e+02, est=9.305e-01 ; t=1.520e+02, est=9.305e-01 ; t=1.560e+02, est=9.238e-01 ; t=3.700e+02, est=9.238e-01 "
NCT02489968," t=6.000e+00, est=9.978e-01 ; t=3.300e+01, est=9.955e-01 ; t=4.300e+01, est=9.933e-01 ; t=4.500e+01, est=9.911e-01 ; t=5.200e+01, est=9.888e-01 ; t=5.600e+01, est=9.866e-01 ; t=6.000e+01, est=9.821e-01 ; t=7.300e+01, est=9.799e-01 ; t=8.400e+01, est=9.776e-01 ; t=1.010e+02, est=9.754e-01 ; t=1.110e+02, est=9.709e-01 ; t=1.170e+02, est=9.687e-01 ; t=1.180e+02, est=9.664e-01 ; t=1.400e+02, est=9.642e-01 ; t=1.460e+02, est=9.575e-01 ; t=1.720e+02, est=9.575e-01 ; t=1.730e+02, est=9.540e-01 ; t=1.790e+02, est=9.540e-01 ; t=2.020e+02, est=9.497e-01 ; t=2.430e+02, est=9.454e-01 ; t=2.910e+02, est=9.411e-01 ; t=3.610e+02, est=9.368e-01 ; t=3.780e+02, est=9.368e-01 "
NCT02750410," t=1.500e+01, est=9.937e-01 ; t=2.000e+01, est=9.874e-01 ; t=5.700e+01, est=9.811e-01 ; t=7.800e+01, est=9.748e-01 ; t=8.500e+01, est=9.686e-01 ; t=1.060e+02, est=9.623e-01 ; t=1.200e+02, est=9.560e-01 ; t=1.620e+02, est=9.434e-01 ; t=1.830e+02, est=9.245e-01 ; t=1.970e+02, est=9.182e-01 ; t=2.090e+02, est=9.119e-01 ; t=2.250e+02, est=9.057e-01 ; t=2.600e+02, est=8.994e-01 ; t=3.370e+02, est=8.931e-01 ; t=3.720e+02, est=8.931e-01 "
